id	person_id	subject	ordering	Q1	Q2	Q3	Q4	Q5	Q6	Q7	diary
256	64	fyzika, chemie a technická výchova	3	2	1	1	1	-1	1	1	Má praxe je u konce. Dnes jsem učila již naposledy a byly to tři hodiny fyziky. Nejprve jsem učila devátou třídu, kde jsme probírali střídavý proud. Hodina mě velice bavila, žáci byli skvělí. Hlásili se, odpovídali na otázky, nevyrušovali. Jednoduše hodina, o níž sní každý učitel. No jenže pak přišla hodina fyziky v sedmém ročníku. Probíráme spolu již nějakou dobu pohyb. Na přípravy k tomuto tématu jsem velmi hrdá, neboť se mi často dařilo střídat různé aktivity. Jako by to bylo dnes, pamatuju si, jak je bavilo, když měli předvádět posuvný pohyb pouzdrem apod. Ale taky si dobře pamatuju, jak mě jednou zničili za pouhých dvacet minut (končili dříve kvůli volbám). Byla jsem z toho úplně zničená. Spíše psychicky než fyzicky. Řešila jsem to se svými spolužáky, co jsem měla dělat, více takových hodin jsem již zažít nechtěla. Ale co se nestalo… Nevím, z jakého důvodu, ale dnes byli opět naprosto nepříčetní. Nemrzelo mě to již tolik, neboť spolužáci říkali, že je to normální, že žáci občas nejsou pozorní. Ale bylo mi to líto, protože se jednalo o poslední společnou hodinu. Pořád někdo na mě něco zkoušel. Jeden žák nemá od začátku školního roku zavedený sešit do fyziky. Kluci v první lavici se buď bavili nebo si hráli s angličákama. Jedna slečna neustále nedávala pozor, dívala se z okna. Řešili jsme, co je rychlejší, jestli auto nebo traktor a připadalo jim zajímavé říkat pořád dokola traktor. Nakonec jsem jim rozdala dotazníky k mému učení. Přestože jsem jednomu klukovi třikrát zakázala vstát a vysbírat je, stejně ještě před zvoněním a předtím, než všichni dopsali, je vysbíral. Učila jsem ve všech ročnících druhého stupně. Zpětně je zajímavé pozorovat, že přestože jsem byla na všechny stejně přísná, každá třída mě vnímala víceméně jinak. Zatímco osmáci mě ohodnotili jako moc přísnou, na sedmáky jsem zapůsobila příliš mírně. Deváťáky snad až na jednoho se mi podařilo získat všechny, zatímco v sedmičce byli se mnou spokojení snad jen 4. Zpětně si říkám, že možná kdybych byla na ty sedmáky přísnější, více by to ocenili, protože byli opravdu divocí. Nebo jestli to bylo probíraným učivem? Připravená jsem chodila, ale jestli jsem je málo namotivovala? Bylo by zajímavé si je vyzkoušet ještě jednou. Celkově jsem velmi zvědavá, jací budou sedmáci při další praxi. Jestli to nebylo například dáno věkem.
257	64	matematika	4	2	1	1	1	-1	1	1	Dnes jsem byla poprvé na náslechu v hodině fyziky u mé bývalé paní učitelky ze základní školy. Byla na nás žáky velmi přísná. V jejích hodinách převládal strach. Když jsem se tedy dozvěděla, že bude mým provázejícím učitelem právě ona, byla jsem z toho rozpačitá, mírně vyplašená, že i mě vysokoškolskou studentku bude terorizovat. Už při prvním setkání po tolika letech byla na mě velmi milá. Rozebírala se mnou všechny možné problémy týkající se učitelství. Po prvním dnu jsem byla velmi zvědavá na její výuku, ale dostala jsem se k ní až další den. V této hodině jsem si nestíhala zapisovat všechny metody, zajímavé postřehy, aktivity, které s žáky vykonávala. Byla jsem velmi pozitivně překvapena. Nejprve žákům dala na výběr, jestli chtějí opakovat tím nebo oním způsobem. Zopakovala pravidla, jimiž se mají žáci řídit při práci. Poté je rozdělila do skupinek, kde určila jednoho učitele. Ten vymýšlel pro ostatní otázky z probrané látky. Pokud mu došly, učitelem se stal ten, jenž měl novou otázku připravenou. Po deseti minutách přešli na práci s interaktivní tabulí. Nejprve doplňovali slova do textu, který následně sloužil jako zápis do sešitu. Mezitím se paní učitelka ptala na různé otázky, čímž utvrzovala učivo. Po doplňování přešli na rozřazování slov do dvou skupin. Opět toto cvičení bylo využito k zápisu do sešitu. Žáci pilně pracovali, na otázky paní učitelky se neustále hlásili. Ve třídě bylo ticho, ale měla jsem pocit, že žáci pracují ze zaujetí a nikoliv ze strachu. K vypracování úloh na interaktivní tabuli k ní mohli žáci vybíhat, jakmile věděli odpověď. Přitom se nijak nestrkali. Osobně si však zpětně myslím, že na pomalejší žáky se nemuselo dostat. Proto bych řekla, že každý může k tabuli maximálně jednou, než se všichni prostřídají.
258	64	matematika	5	2	1	1	1	-1	1	1	Druhá část mé praxe probíhá na gymnáziu. Měla jsem od toho velké očekávání. Žáci mají disciplínu, jsou motivováni se učit a respektují učitele. Problém jsem očekávala při přípravě náročnějších úloh pro nadané žáky. Hned první hodinu náslechu jsem byla zděšená. Žáci se učili do jiných předmětů, neustále si povídali, psali na cáry papírů. S učitelem spolupracovala maximálně jedna třetina žáků. Na druhou stranu se paní učitelka snažila o aktivizaci žáků po celou hodinu. Řekla větu a pokud byla pravdivá, měli zvednout pravou ruku, pokud ne, tak levou apod. Povídající žáky nazývala štěbetalky a dostávali za trest domácí úlohu. Rozdávala malé jedničky za snahu, snažila se je motivovat. Brala žákům z lavic otevřené učebnice z jiných předmětů. Ale jednou jsem zaznamenala, že žáku za celou hodinu učebnici nezabavila. Tento žák dokonce za celou dobu neudělal jedinou čárku do sešitu matematiky. Mé první dojmy byly drsné. Doslova mě děsila představa, jak budu učit v takovém prostředí. Jak si získám respekt od žáků, jak je přiměji pracovat? Nevěděla jsem si s tím rady, a tak jsem dala na zaběhnutý systém. V první hodině v tercii jsem měla opakovat. Připravila jsem si asi 5 cvičení, kde v každém bylo 6 úloh. Na tabuli se počítaly dle potřeby tři nebo čtyři úlohy. Za všechna vypracovaná cvičení v sešitě jsem dala jedničku. Musím říct, že to docela fungovalo. Jenže nejsem s tím sama zcela ztotožněná. Přece jen se jedná pouze o vnější motivaci a já bych ráda v žácích rozněcovala motivaci vnitřní. Ještě na tom musím zapracovat. Na praxe jsem naneštěstí nastoupila v době, kdy žáky čekal STK a vzápětí volno kvůli maturitním zkouškám, takže žádný test v blízké době jim nehrozil. Žáci měli pravděpodobně pocit, že se do mých hodin nemusí připravovat. Další probíraná látka, která nás čekala bylo krácení a rozšiřování výrazů. Čekala jsem, že to všechno za jednu hodinu zvládneme, ale bylo to dost naivní. Žákům neustále dělaly problémy vzorečky, i když paní učitelka říkala, že to mají už dávno zažité, a tedy to vědí. Začali jsme krátit. Nejprve jednoduché výrazy. To docela šlo. Asi nemá smysl se tady úplně rozepisovat o tom, jak to přesně probíhalo. Hlavně chci říct, že ani druhou hodinu, kdy jsme probírali krácení výrazů, žáci nebyli schopni využívat vzorečky. Jakoby VŮBEC NIKDY NESLYŠELI O NĚJAKÝCH VZOREČCÍCH. Najednou mi v hlavě proletělo: „Nemá smysl dál krátit, když neumí vzorečky, když neumí vytýkat. Ale co teď?“ Napsala jsem asi 6 příkladů na tabuli. Po vzoru paní učitelky jsem slíbila pětky, pokud nebudou mít více než polovinu vypočítanou za pět minut. Poté si měli vyměnit sešity a vzájemně si to opravit. No jenže možná dva lidi měli vypočítanou polovinu. Nemohla jsem dát celé třídě bez dvou samé pětky… Tak jsem to přešla.
261	65	občanská výchova	3	1	1	1	1	1	2	2	Je to neuvěřitelné, ale měsíc utekl jako voda a já si poprvé stoupla za katedru a učila! Ať byly mé představy jakékoli, realita byla samozřejmě úplně jiná. Myslela jsem si, jak budu nervózní, budu se přeříkávat a nebudu vědět, co odpovídat na dotazy (jak normální, tak ty hloupé, kterým se asi žádný učitel při své praxi nevyhne). A hlavně jsem se bála, že si přípravy na hodiny udělám tak špatně, že se v nich ztratím, budu mít zmatený výklad a děti tím pádem nebudou nic chápat. Nakonec bylo vše úplně jinak. První hodinu občanské výchovy jsem učila v sedmém ročníku. V okamžiku, kdy jsem si před zhruba 20 chlapců stoupla, nervozita zmizela a já věděla naprosto přesně, co mám říkat. Protože jsem dostala „za úkol“ začít učit téma pravidla slušného chování, připravila jsem si prezentaci, kam jsem zařadila tato „podtémata“ – chování v městské hromadné dopravě, společensky významnější osoby, pozdrav (kdo zdraví první), stolování a chování v kině a divadle. Kluci se mnou úžasně komunikovali, ať už jsem je jednotlivě vyvolávala, nebo jsem je nechala, aby mluvil ten, kdo chce. Každý měl nějaký příběh, který chtěl říci, a tak se stalo, že jsem stihla udělat pouze obecný úvod k tématu slušného chování a začít prezentaci. Vůbec mi to ale nevadilo, i provázející paní učitelka říkala, že je to naprosto v pořádku a že se jí moje příprava velice líbila, což mě samozřejmě potěšilo. Druhou hodinu občanské výchovy jsem učila v šestém ročníku. S nervozitou to bylo stejné jako v sedmém ročníku, ale tady už jsem věděla, že budou problém s kázní. A taky že jo. Na úvod klukům paní učitelka sdělila, že se mnou platí stejná pravidla jako s ní, tudíž když řeknu, ať jsou zticha, tak budou zticha. Tématem hodiny byla rodina, paní učitelka s nimi předešlou hodinu udělala jednoduchý úvod a já si připravila myšlenkovou mapu a pracovní list, aby si všechno procvičili. Stihla jsem ale udělat jen myšlenkovou mapu a začít první cvičení z pracovního listu, ale v této třídě je to s časem špatné vždy, paní učitelka mi dokonce říkala, že se jí ještě nikdy nepodařilo udělat za tu hodinu vše, co si naplánovala. Kluci byli zpočátku klidní, ale asi po deseti minutách se „rozjeli“ a já musela několikrát zvýšit hlas, abych je uklidnila. Chvíli dobře spolupracovali, ale potom se začali překřikovat (každý se mnou chtěl mluvit) a bavit se mezi sebou, takže už jsem na ně musela křičet. Trošku jsem se bála, co mi na to řekne paní učitelka, ale ta mi po hodině sdělila, že jsem to zvládla krásně a že se nemám bát a příště křičet ještě víc, že to v téhle třídě jinak nejde. Když bych tedy měla nějak zhodnotit své první učení, řekla bych, že mě to mile překvapilo, obě hodiny mě bavily, i když hodina se sedmáky byla lepší. Na další praxe půjdu samozřejmě se strachem, ale takovým tím oprávněným strachem, protože samozřejmě nevím, do jaké nálady přijdu a jak budou hodiny probíhat. Každopádně jsem ale nabyla dojmu, že kdybych měla v budoucnu mít alespoň jednu jedinou třídu jako jsou tito sedmáci (a vlastně i šesťáci), budu naprosto spokojená.
262	65	český jazyk	4	1	1	1	1	1	2	2	"Pro svoji druhou učitelskou praxi jsem si vybrala školu v mém rodném městě – Gymnázium Otokara Březiny v Telči. Ačkoli jsem si myslela, že se budu při návratu na tuto školu cítit jako pachatel, který se vrací na místo činu, nestalo se tak. Ostatní učitelé mě neberou jako jejich studentku, ale jako jejich kolegyni. Což je skvělé. Navíc jsem se na gymnázium vrátila ve chvíli, kdy téměř všichni mí známí už odmaturovali, tím pádem se v hodinách potkávám jen s několika málo známými tvářemi. Začátek praxí jsem strávila klasickým způsobem – seznámení se s rozvrhy mých provázejících učitelek, seznámení se s třídami, do kterých budu chodit, prostudování učebnic, domluva „strategií“ učení atd. První hodinu jsem strávila náslechy ZSV v sekundě. Dopředu jsem věděla, že je to poněkud divočejší třída, ale říkala jsem si, že je třeba můj příchod nějak zklidní. Bylo to však přesně naopak. Paní učitelka je na ně bohužel příliš hodná, téměř nezvedne hlas, proto je velice obtížné třídu „ukočírovat"". Celou hodinu jsem přemýšlela nad tím, jak si v téhle třídě zjednám pořádek, až si příští týden za katedru stoupnu já. Následující hodina byla opět ZSV, a to v septimě. Třída je to klidná, chytrá, o občanskou výchovu sice nejeví příliš zájem, ale to je svým způsobem pochopitelné, jelikož většina z nich ještě neví, z čeho budou příští rok maturovat, a občanka je podle nich zkrátka předmět k ničemu. Ale i tak spousta studentů (hlavně teda dívky) s paní učitelkou komunikovala. Následující den jsem měla opět náslechy v této třídě na hodině ZSV a vše probíhalo téměř stejně. Náslechy na hodinách češtiny probíhaly ve třídách kvinta, sexta a septima. Se septimou už jsem se znala z hodin občanské výchovy, do kvinty chodí mladší sestra mé kamarádky, tudíž o mně celá třída věděla ještě předtím, než jsem k nim přišla. Ptali se mě, co mě vedlo k tomu jít studovat na pedagogickou fakultu, takže jsme strávili zhruba deset minut debatou. V sextě se nachází poměrně málo dětí, tím pádem je práce v téhle třídě daleko jednodušší než například v té předchozí (kvinta). Musím říci, že jak v kvintě, tak v sextě a v septimě jsem byla mile překvapena – studenti jsou poměrně klidní, chytří a komunikují. Během těchto úvodních hodin, které jsem ve třídách strávila, jsem dospěla k závěru, že pokud nenastane nějaká zvláštní situace, ze které by mohl vzejít potencionální problém, bude se mi v těchto třídách učit dobře a čas v nich strávený bude obohacením pro mé další studium (a praxe). Příští týden už mě právě čeká ve všech třídách samostatné učení, jsem tedy zvědavá, jestli se mi ve všech hodinách povede probrat alespoň z větší části naplánované učivo, jestli se mnou budou studenti bez problémů komunikovat a jestli bude ve třídách panovat dobrá atmosféra."
263	65	český jazyk	5	1	1	1	1	1	2	2	V době, kdy píšu tento 2. reflektivní deník, mám uţ téměř splněnou svou učitelskou praxi na gymnázium. Za ten měsíc mám víceméně samé hezké záţitky. Ve všech třídách, do kterých zatím docházela, jsem se nesetkala s ţádným větším problémem. Ţáci se mnou normálně komunikují, bez problémů plní zadané úkoly, v sextě a septimě nemusím nikoho napomínat, v sekundě fungují „fígle“ na zklidnění. Jenţe tento týden jsem šla poprvé učit do kvinty. Na začátku března byli totiţ na horách (14 dnů) a v druhé půli března měli hodiny přesunuté na jiný den v týdnu, kdy ve škole nejsem. Za ten měsíc jsem si toho o téhle třídě vyslechla dost. Zvláště i proto, ţe moje provázející paní učitelka na češtinu je jejich třídní. Rozhodně to není nejhorší třída na škole, ani z hlediska známek, ani z hlediska chování. Ale také nepatří k těm lepším. Jsou stále ve věku, kdy má puberta hlavní slovo a nemají nejmenší problém ignorovat vyučující. V kvintě jsem měla jednu hospitační hodinu, abych viděla, jak na tom jsou a oni si na mě taky mohli trochu zvyknout. Kdyţ jsem viděla, jaký rozruch moje přítomnost vzbudila, děsila jsem se tohoto týdne, kdy si budu muset stoupnout za katedru a komunikovat s nimi. Navíc mi provázející paní učitelka oznámila, ţe přijde aţ v polovině hodiny, protoţe musí jít za panem ředitelem. Snaţila jsem se zachovat si chladnou hlavu, připravila jsem se na všechny situace, které mě napadaly, ţe by mohly eventuálně nastat. Nadechla jsem se a šla do třídy. To, jak celá hodina probíhala, mi naprosto vyrazilo dech. Všichni se chovali naprosto úţasně! Tématem hodiny byl rozbor ukázky z díla Romeo a Julie od Shakespeara. Nejenom ţe studenti nádherně komunikovali (a to sami, bez vyvolávání!), ale jejich odpovědi byly správné. Ihned pochopili, na co se jich ptám, nemusela jsem nic vysvětlovat, mnohdy jsem ani nedokončila otázku a uţ se někdo hlásil s tím, ţe asi ví odpověď. V druhé části hodiny jsem jim povídala o Shakespearově ţivotě, zajímavostech a přiblíţili jsme si některá další díla. Celou dobu všichni poslouchali, ptali se, smáli se. Když jsem po hodině s paní učitelkou všechno rozebírala, shodly jsme se na tom, ţe se musel stát zázrak. V jejích hodinách s nimi prý také problémy nejsou, ale ostatní vyučující se poměrně často stěţují. Paní učitelka se mi dokonce svěřila, ţe kdyţ do třídy zhruba v polovině hodiny přišla, tak se lekla, ţe si spletla učebnu, protoţe slyšela hlasy a smích. Bůh ví, čím to bylo, ale jsem kaţdopádně velice ráda, jak celá hodina proběhla. Můţu tedy s klidným srdcem konstatovat, ţe mám na své praxi neuvěřitelné štěstí na skvělé třídy, respektive skvělé studenty. Uvidím, co přinese příští týden.
264	66	historie a křesťanská výchova	1	1	1	2	1	1	1	1	Svoji učitelskou praxi č. 1 absolvuji na ZŠ v obci, která má přes 4 tisíce obyvatel. Protože se jedná o poměrně velkou obec, zdejší ZŠ navštěvuje větší počet žáku, nejen místních. V rámci svých praxí budu pravidelně docházet do hodin D v 7. a 9. třídách a do hodin OV pouze v 9. třídách. Příležitostně si udělám několik náslechů v hodinách NJ. Po domluvě s p. ředitelem se podívám i do hodin ve třídách na 1. stupni, v nichž vedle učitelů budu sledovat i práci pedagogických asistentů. Během prvních náslechů jsem se zaměřila na kolektivy tříd: v jakém poměru jsou zastoupeny dívky a chlapci, jak žáci v jednotlivých třídách komunikují s učitelkou a mezi sebou navzájem, jak chodí připraveni do hodin, zda udržují kázeň apod. Vytvořila jsem si tak osobní charakteristiky jednotlivých tříd 7.B Ve třídě 15 žáků – 7 dívek/8 chlapců Ve třídě spolu v lavicích sedí klidně i chlapci vedle dívek Žáci spolu během hodiny volně komunikují, často kladou otázky, málokdy se hlásí, velmi neukáznění Ve třídě ale panuje uvolněná kamarádská atmosféra, při testech si navzájem radí a pomáhají, při zkoušení napovídají kamarádům, když mají ohodnotit spolužáka známkou, jsou velmi mírní 2 rušivé elementy: 1. chlapec – ruší, je drzý, nepřipravený na vyučování, nenosí pomůcky, odmítá si pořídit sešity 2. chlapec – bystrý ale líny, neustále pokládá otázky k tématu ale i mimo téma, aby zdržel výuku 1 výjimka: chlapec sedící sám vzadu, neruší, plní soustředěně zadané úkoly, vše má srovnáno, vyjadřuje se vyspěleji než ostatním, z kolektivu však vyloučen není 7.A Ve třídě 15 žáků – 9 dívek/6 chlaců Chlapci sedí pouze spolu spíše v pravé části učebny, dívky spíše nalevo Třída ve srovnání se 7.B ukázněná, žáci na hodiny připravení, sami se hlásí na zkoušení, než promluví přihlásí se, zadané úkoly plní v tichosti a samostatně Zkoušené žáky hodnotí na konci velmi přísně, probíhá až velmi tvrdá kritika zkoušených spolužáků, když žák neví odpověď, ostatní se hlásí, aby mohli říct správnou odpověď, nenapovídají jako ve vedlejší třídě Učitelka zde prosazuje převážně frontální výuku, skupinová a kooperativní forma výuky je zde velmi neefektivní a téměř nemožná 9.A, 9.B Třídy mezi sebou navzájem komunikují o přestávkách i v případě společné výuky Velmi podobné kolektivy, žáci působí klidně až lhostejně, jsou zaměřeni hlavně sami na sebe (v hodinách OV řeší výběr SŠ a budoucího povolání) Neradi mluví nahlas, pokud mají otázku, nehlásí se, ale přijdou za učitelem, snaha o soukromé jednání Během prvních náslechů jsem se zaměřila hlavně na „analýzu“ kolektivů, abych si udělala obrázek, než sem přijdu sama učit. Příští náslechy bych chtěla větší pozornost věnovat samotným učitelům a jejich práci, jejich postupům a metodám. Co se týče mých osobních dojmů z praxe: co mě potěšilo? Co mě překvapilo? Co mě vyděsilo nebo odradilo? Nejvíce mě zarazila skutečnost, že žáci 9. třídy nezvládnou plynule přečíst text a to ani vytištěný, často se zadrhávají, mluví nesrozumitelně. Žáci 7. třídy dostali za úkol namalovat své vysněné povolání – osobu při výkonu té profese i s pomůckami, které k tomu potřebuje. Učitelka chodila mezi lavicemi, a když něco nemohla poznat, zeptala se co to je za profesi. Jeden žák nakreslil vojáka se zbraní v ruce, jak na někoho střílí. Vysvětlil svůj obrázek takto: „To jsem já ve válce a střílím třeba nějakého arab…“ ještě než dokončil slovo se sám zarazil a tázavě se podíval na učitelku jak má větu dokončit. Ta pohotově pochopila, a napověděla mu nějakého NEPŘÍTELE prostě. Tato situace mě zaujala a čekala jsem jestli učitelka bude mít ještě nějaký komentář k tomu střílení, ale už se k tomu nevracela. Mou pozornost také zaujala trojice dívek, které pravidelně nosí stejné tričko, na kterém je karikatura jednoho vysoce postaveného politika i s ironickým a mírně vulgárním komentářem. Překvapilo mě, že se k tomu to nevyjadřuje nikdo ani z řad spolužáků ani učitelů, přičemž jde o politika velmi diskutovaného. Přemýšlela jsem, zda je vhodné takové triko na ZŠ tolerovat nebo by bylo vhodnější upozornit žákyně, aby ho do vyučování nenosily.
265	66	historie a křesťanská výchova	2	1	1	2	1	1	1	1	Z dalších náslechů mám mnohem lepší pocit, než byly první dojmy. Některé žáky už si pamatuju i jménem, vím, kteří jsou bezproblémoví a kteří naopak často narušují výuku. Zvláště k 9.A si začínám vytvářet velmi pozitivní vztah. Ani nevím proč. P. učitelka o této třídě říká, že je sice oproti 9.B výsledkově pozadu, ale dá se s nimi lépe vyjít. Musím jí dát za pravdu. „Áčko“ působí mnohem vyspěleji, v jejich hodinách se může častěji vtipkovat a výuku nějak odlehčit aniž by se to nějak zvrtlo. Co se týče sedmáku, mám smíšené pocity. Některá děvčata se sice učí z hodiny na hodinu, ostatní jsou však naprosto pasivní a o výuku dějepisu nejeví vůbec zájem. Snad by bylo vhodné na toto nějak zareagovat a zkusit jiné vyučovací metody. Alespoň se o to mohu pokusit v následujících hodinách, které už budu učit já. Zaujaly mě také slohové práce 9. tříd, které jsem dostala k nahlédnutí, kde žáci měli za úkol vylíčit, jak probíhala jejich nedávná exkurze do polského Krakova a bývalého koncentračního tábora v Osvětimi. Jedna z prací, kterou napsala žákyně 9.A byla ve srovnání s ostatními o několik tříd výše, především stylistikou a velmi širokou slovní zásobou. Dál se mi líbila ještě jedna práce. Co se týče pravopisu a stylistiky nebyla tak dobrá, jako předchozí, zaujalo mě však několik vtipných pasáží, které svědčí o kreativitě a odvaze žákyně. Ostatní práce byly spíše průměrné až podprůměrné. Mým největším zážitkem posledních dnů je však zjištění, že žák, kterého jsem do té doby považovala za chlapce je prý dívka. Divím se, že jsem na to nebyla ze stran pedagogů upozorněna a že jsem se to dozvěděla jen čirou náhodou. Nechci si ani představit, jak trapné by bylo, kdybych v příštích hodinách, které už budu učit já, bych tuto žákyni oslovila v mužském rodě. Tato žákyně je vyšší sportovní postavy, trochu robustnější, má snědší pleť, krátce střižené vlasy po bocích podholené, chlapecké oblečení i obuv, hluboký hlas. Z tohoto popisu jasně vyplývá, a i pro mě bylo naprosto zřejmé, že tato žákyně má určitý problém s vlastní genderovou identitou a v běžných situacích se projevuje jako příslušník opačného pohlaví. Přestože v lavici sedí s dívkou, o přestávkách vyhledává především společnost chlapců. Chlapci ji mezi sebe přijímají jako by byla jednou z nich, zatímco s ostatními děvčaty mluví jiným způsobem. Paní učitelky mi k této žákyni sdělily několik informací. Žákyně nemá pevné rodinné zázemí. Pochází z rozvedené rodiny, má dva vlastní starší bratry, se kterými vyrůstá a dále jednu mladší nevlastní sestru. Rodiče se školou téměř nespolupracují. Učitelky označily tuto žákyni jako problémovou. Má problém přijímat autority a často se chová náladově. Bývá drzá, někdy odmítá plnit zadané úkoly, výjimkou nejsou ani hlasité vulgarismy na adresu učitelů. Má ráda, pokud s ní učitelé jednají jako s dospělou. Pak je ochotna normálně pracovat a výrazněji se neprojevuje.
266	66	historie a křesťanská výchova	3	1	1	2	1	1	1	1	Tak už mám za sebou své první odučené hodiny. Jako úplně první jsem měla odučit téma Protektorát Čechy a Morava v 9.A. Byla jsem dost nervózní. Především jsem měla strach, abych stihla vše, na čem jsme se s provázející učitelkou domluvili: zopakovat minulé učivo, navázat na nové, udělat s žáky zápis a na konci hodiny ještě vše zopakovat. P. učitelka šla do hodiny se mnou a sedla si dozadu. Do hodiny mi několikrát zasáhla (např. po zkoušení, kdy žákovi automaticky sdělila známku, nebo když zezadu viděla vyrušovat žáky). Ale myslím, že tím nechtěla dát najevo, že bych to nějak nezvládala. Spíše se ze zvyku zapomněla. Z první hodiny jsem měla smíšené pocity. Sice jsem stihla vše, co jsem chtěla, ale myslím, že jsem působila hodně strnule a strojově. Doufala jsem, že příští 2 hodiny následujícího dne se mi povedou lépe. Musím ale říct, že jsem ze svého pohledu docela vyhořela. Největší problém byl čas, který jsem přestala sledovat a pak jsem nestíhala. Na další hodinu jsem si proto jako oporu připravila elektronickou prezentaci, kde jsem měla zobrazování jednotlivých informací načasované. Byla to spíše pomůcka pro mě a musím říct, že mi to opravdu hodně pomohlo. Za prvé jsem tak čas v pohodě zvládla a za druhé jsem občas odpoutala pozornost žáků od sebe a hned se mi mluvilo mnohem volněji a přirozeněji. Myslím, že zpočátku pro mě bude dobré prezentace využívat. Co se týče hodin OV tak v těch jsem si byla naopak naprosto jistá, co ž mě překvapilo. Čekala jsem to naopak, více jsem si věřila na dějepis. Hodiny OV, které jsem odučila, hodnotím velmi kladně. Odcházela jsem z nich z pocitem dobře odvedené práce. Povedlo se mi žáky očividně mnohem lépe zaujmout, s nadšením se zapojovali do připravených aktivit, dokonce jsem z nich dokázala vytáhnout několik vlastních názorů. V hodinách D byli žáci pasivní, ale v OV se mi podařilo je aktivizovat. Celkově vidím proběhlé praxe jako velmi přínosné pro mé budoucí povolání. Velmi jsem se např. obávala, jak budou žáci působit na mou vadu řeči. Ukázalo se, že mé obavy byli zbytečné, mám pocit, že si toho žáci ani nevšimli, což mi rozhodně dodalo sebejistoty.
268	66	občanská výchova a výchova ke zdraví	5	1	1	2	1	1	1	1	Další hodiny občanské výchovy se nesou stále ve velmi pozitivním duchu. I nadále jsou hodiny založeny především na aktivitě žáků, kterým připravuju různé pracovní listy s různými typy úkolu. Často jde o práci s textem a zpracování informací, které si žáci mají vyhledávat. Je zajímavé sledovat, jaké jsou rozdíly mezi třídami, které jsou na podobný typ úkolů zvyklé a naopak třídami, ve kterých žáci naprosto nedokážou zpracovat informace z textu, internetu nebo i např. videa. A právě na rozvíjení této dovednosti se s p. učitelkou soustředíme. Nově jsem si tak vyzkoušela, jak se dá využít film ve výuce občanské výchovy. Nejde jen o to, žákům pustit nějaký film. Učitel si musí předem nachystat, co chce, aby žáci ve filmu postřehli. Na základě toho film vhodně zastavovat, doptávat se a dovysvětlit některé informace. My konkrétně jsme využili film v 7. ročnících při výuce učiv Předsudky, Stereotypy a chyby v posuzování druhých, Socializace – proces učení, poznávání a posuzování skutečnosti, sebe i druhých lidí. K tomuto jsme využili poměrně novou francouzskou filmovou komedii z r. 2014 Co jsme komu udělali, který se zabývá především rasovými a náboženskými předsudky. Velmi poučná pro mě byla hodina, kdy žáci dostali zadanou individuální práci na téměř celou hodinu a já jsem pak měla možnost s p. učitelkou projít školní systém Bakaláři, kde jsem zjistila, jak funguje online třídní kniha, přehledná evidence žáků, také jak si mohou učitelé navzájem předávat informace nejrůznějšího povahy a jak systém v mnohém zjednodušuje komunikaci školy s rodiči. Jelikož je systém Bakaláři asi nejrozšířenějším na českých školách, věřím, že dovednost s tímto programem pracovat mi bude velkým přínosem. Velmi nepříjemnou, ale také velmi poučnou hodinu jsem zažila minulý týden. Jelikož moje provázející učitelka je zároveň třídní učitelkou jednoho z 8. ročníku, měla jsem možnost se zúčastnit i třídnické hodiny. V této hodině byly řešeny kázeňské přestupky některých žáků a já byla svědkem, jak se pedagog snaží o spravedlivý přístup ve školství ke všem svým žákům ale také jak tato snaha se nakonec může velmi nepříjemné obrátit proti němu samému. Největším šokem však pro mě byla stížnost jednoho žáka na chování jeho spolužáka, kdy dotyčný svého kamaráda obvinil, že ho sexuálně obtěžuje. Po intenzivním a velmi nepříjemném šetření se přišlo na to, že si žák celou věc vymyslel, jenom aby na sebe upoutal pozornost. Být svědkem toho, jak negativně tento incident dolehl na žáky ale i samotný pedagogický sbor mě tedy příliš k pedagogické práci nemotivoval.
