idx	context	sentence	y	confidence	y_requires_context
3559	Děti měly samostatnou práci a ve skupinkách vytvářely „projekt“ o náboženství. Každý měl jiné zadání. Nechala jsem je prvních 15 minut pracovat (dokončovat projekt z minulé hodiny) a poté jsem chtěla, aby každý svůj projekt odprezentoval před tabulí. Někteří ještě neměli projekt hotový, kromě tří slečen, které svůj úkol měly velice hezky zpracovaný a hotový.	 Nechala jsem je prvních 15 minut pracovat (dokončovat projekt z minulé hodiny) a poté jsem chtěla, aby každý svůj projekt odprezentoval před tabulí.	Experience	[5, 4]
3563	Jsem za tuto možnost velmi ráda, protože si můžu vyzkoušet práci s různými věkovými skupinami žáků. To mě Po mém vlastním zhodnocení předchozí praxe jsem si dala za cíl, že musím vylepšit mé plánování hodin a také příprav. hodin a také přípravy. Myslím, že se mi to daří.	 Po mém vlastním zhodnocení předchozí praxe jsem si dala za cíl, že musím vylepšit mé plánování hodin a také příprav. 	Intention	[6, 4]
2674	Že jim nechce jenom diktovat výčet konfliktů ve světě, ale že se s nimi chce bavit o tom, co Přesně takhle bych chtěla jednou učit občanku, to co je bude bavit, ne protože tohle musí probírat. protože tohle musí probírat. Další den jsem se při hospitacích občanky opravdu pobavila. Ale taky jsem pochopila, jak učitelky dojdou k syndromu vyhoření.	 Přesně takhle bych chtěla jednou učit občanku, to co je bude bavit, ne protože tohle musí probírat.	Intention	[5, 3]
3679	Je tolik věcí, které je nutno promýšlet při plánování výuky. . . Z popisované hodiny mám ještě Při hodině za paní učitelkou přišel jeden žák, který chtěl konzultovat svoje kresby k přijímačkám na módní tvorbu. módní tvorbu. Byly to kresby tužkou na formátu A4, návrhy nějakých oděvů, portréty a různé vlastní “fantazijní” náměty.	 Při hodině za paní učitelkou přišel jeden žák, který chtěl konzultovat svoje kresby k přijímačkám na módní tvorbu. 	Other	[6, 4]
880	Stejně mi v té škole připadne vše rychlejší než jsem si myslela. Hodina začne a hned skončí. To dopoledne uteče jak voda. Je to k neuvěření. Tato moje reflexe se týká hodnocení žáků. Uvědomila jsem si, že je pro mě často velmi obtížné žáky hodnotit opravdu spravedlivě. Problémem je, že ve třídě můžeme najít mnoho žáků, kteří mají nějaká omezení.	 Tato moje reflexe se týká hodnocení žáků.	Other	[3, 1]
5427	Co ale použití? Stále procvičovat, procvičovat a vracet se po další probrané látce znovu sem. V podstatě slyšet tohle od dětí je aspoň takový ten střípek radosti, který učitele dokáže motivovat v pokračování toho, co dělá. Myslím si, že najít správnou motivaci nemusí být častokrát vůbec jednoduché.	 V podstatě slyšet tohle od dětí je aspoň takový ten střípek radosti, který učitele dokáže motivovat v pokračování toho, co dělá.	Other	[6, 5]
6071	Přesně věděla, kdy nechat žáky pracovat nebo se hádat a kdy má zakročit. Tahle hodina byla úžasná. To, co jsem zažil s osmáky, se ovšem nedalo říci o třídě Z celé třídy byl naučen pouze jeden žák – Jakub. Jakub. Paní učitelka se všemi silami snažila přinutit k aktivitě i ostatní, jenže ti prostě spali. Nejvíce mě zaujal přístup Jakuba.	 Z celé třídy byl naučen pouze jeden žák – Jakub. 	Other	[6, 6]
628	Většina žáků si nasadila sluchátka a kreslila. Jsou zvyklí a vycepovaní z předchozích let, jak jsem se dozvěděla od paní učitelky. Vede je totiž od Zvládnutí kázně je můj velký problém a ráda bych zjistila, jak nejlépe s tím pracovat. tím pracovat. Z mé předchozí zkušenosti s výukou výtvarné výchovy by žáci při takovémto přístupu téměř “zbořili třídu” a zřejmě vůbec nic nevytvořili.	 Zvládnutí kázně je můj velký problém a ráda bych zjistila, jak nejlépe s tím pracovat.	Difficulty	[6, 7]
900	Zatím bych ale určitě chtěla říct, že jsem si vybrala snad nejlepší školu, jakou jsem mohla a chodím z praxí vždy plná dojmů a dobré nálady Zároveň si ale vždycky uvědomím, jak moc budu muset na sobě ještě zapracovat, abych jednou něco takového také zvládala. také zvládala. Zazvonil zvonec a hororu byl konec! Přesně takhle bych zakončila svůj poslední reflektivní deník, neboť s ním jsem ukončila i praxi.	 Zároveň si ale vždycky uvědomím, jak moc budu muset na sobě ještě zapracovat, abych jednou něco takového také zvládala. 	Learning	[3, 3]
5383	"Další učitelka přišla do kabinetu a říká „2 x jsem jim řekla, napište si nadpis. Za chvíli se mě půl třídy zeptalo, jestli je dnešní hodina bez""Já se jen otočila k tabuli a bouchala hlavou o tabuli v beznaději“. beznaději“. Na jednu stranu jsem se smál, všichni se smáli, jak to bylo vtipné."	"""Já se jen otočila k tabuli a bouchala hlavou o tabuli v beznaději“. "	Other	[6, 6]	K
6327	"Zvednu se ze židle a jdu za první hlučnou dvojicí. Stojím u jejich lavice a pokládám jim otázku: „Vy nemáte co dělat, že se bavíte?""Máte už hotovo, co vám bylo zadáno?“ Dvojice odpoví tichým a lehce zaraženým hlasem, že ne. Znovu jim tedy připomenu, co mají dělat a začínají pracovat. Tak postupuji dál třídou a vyzývám i ostatní k tomu, že mají pracovat a respektovat co učitelka řekla."	"""Máte už hotovo, co vám bylo zadáno?“ Dvojice odpoví tichým a lehce zaraženým hlasem, že ne."	Other	[5, 2]	K
6492	"Zároveň se na to i těším, protože jsem sám zvědav, jak to bude probíhat a jaké budou ohlasy""""Můj pohled na školu, na které absolvuji praxi, a jednotlivé třídy se od minulého deníku určitě zlepšil. Nemyslím si, že by se žáci razantně během dvou týdnů změnili, spíše jde o to, že jsem je více poznal a získal k nim nějaký vztah."	"""Můj pohled na školu, na které absolvuji praxi, a jednotlivé třídy se od minulého deníku určitě zlepšil."	Other	[6, 5]
1267	Počítali jsme s tím, že to třeba nevyjde.	(Dvojice nevěděly, že mají jeden příběh, ve kterém by dialogy měly navazovat.) Téma jsem vymýšlela v první hodině a ve druhé už se úkol realizoval, tudíž to bylo v podstatě bez přípravy, sám pan učitel mi před hodinou řekl, že sám neví, jak to dopadne.	Experience	[2, 4]
3964	Možná více než samotný chlapec mě zaujala jeho asistentka. (Má praxe je realizována na základní škole logopedické. ) Od třídní učitelky jsem se dozvěděla, že se jedná o asistentku pro celou třídu, přestože asistentka tráví veškerou výuku s chlapcem ve společné lavici.	(Má praxe je realizována na základní škole logopedické.) Od třídní učitelky jsem se dozvěděla, že se jedná o asistentku pro celou třídu, přestože asistentka tráví veškerou výuku s chlapcem ve společné lavici.	Experience	[3, 3]
6865	Nějaký ostrůvky aktivity si pamatuju, takže posunout práci aspoň občas do skupin a doufat, že to fakt poberou všichni. (O kolik líp by se učilo v delších blocích a menších skupinách. Ach ouvej. Až budu velká, chci propojovat předměty. KZ to u češtiny (literatury) a dějepisu aspoň trochu funguje.	(O kolik líp by se učilo v delších blocích a menších skupinách.	Other	[6, 6]
3835	Ve škole je jakási fobie z hluku – hlavně aby nedej bože studenti nemluvili!(Pak mi do jazykové školy chodí samí zablokovaní studenti a trvá mi hodiny práce, než se odváží otevřít pusu. ) Od francouzštinářky (paní Kopečná): Musíte si do sešitu dát prvně nadpis, pak teprve věty atd. , oni do příště zapomenou, o co šlo. ŘEŠENÍ: Příště jim prvně řeknu nadpis. Když s nimi budete používat tyhle metody, jako hry, skupinová práce, tak nebudou nic dělat.	(Pak mi do jazykové školy chodí samí zablokovaní studenti a trvá mi hodiny práce, než se odváží otevřít pusu.) Od francouzštinářky (paní Kopečná): Musíte si do sešitu dát prvně nadpis, pak teprve věty atd., oni do příště zapomenou, o co šlo.	Other	[4, 6]
2647		(Podle vyučující francouzštiny jsou skupinová cvičení fajn, ale pak se nic nestihne...	Other	[6, 4]
5478	Co když zklamu nejen jeho, ale i jeho mámu a ředitelku, která mi tu práci nabídla? Co když mi bude chtít dát na ruku strašilku nebo gekona?(Pr Když jsem ve stresu a mám z něčeho strach, většinou se na to dobře připravím.	(Pr Když jsem ve stresu a mám z něčeho strach, většinou se na to dobře připravím.	Feeling	[6, 7]
3793	I když jsem (i když nejdřív jen živou gestikulací) upozornila učitelku na chybu, byla ráda a nebrala to jako(To be fair, zatím to asi nikdy nikomu nevadilo, když jsem ho opravovala, ale pravdou jeť, že v Daruvaru jsem měla pozici rodilé mluvčí. . . ) Děcka mají občas tendenci chodit za učitelema. učitelema.	(To be fair, zatím to asi nikdy nikomu nevadilo, když jsem ho opravovala, ale pravdou jeť, že v Daruvaru jsem měla pozici rodilé mluvčí...) Děcka mají občas tendenci chodit za učitelema. 	Other	[5, 5]
54		(U tohoto žáka mě vyučující upozorňovala, že v takové situaci zlobí.) Co jsem při první vlastní hodině zjistila, ve spojitosti s komunikací s tímto žákem, je potřeba mu jasně říci, co po něm chci, i když cvičení děláme už nějakou chvíli.	Learning	[3, 5]
4344	Jindy se totiž dozvídám téma hodiny předchozí den, než mám jít učit. Nemoci se kvalitně připravit na výuku by bylo v tuto chvíli pro mne nemyslitelné. (Učím čtvrtky od 8:00 a ve středu mám svou školu na fakultě do 18:40.	(Učím čtvrtky od 8:00 a ve středu mám svou školu na fakultě do 18:40.	Experience	[5, 5]
1351	Opět jsem učila v 9. B, tentokrát tam byl pan učitel přítomen a dopředu se mě zeptal, jestli by mi nevadilo, kdyby mi do hodiny občas zasáhl. (Ve výsledku mi do hodiny zasahoval mnohem míň než paní učitelka, která říkala, že mi do hodiny zasahovat nebude). Po hodině mi pan učitel dal zpětnou vazbu.	(Ve výsledku mi do hodiny zasahoval mnohem míň než paní učitelka, která říkala, že mi do hodiny zasahovat nebude).	Experience	[3, 2]
2053	Protože pak jsou tiší, i když se jich na něco ptám. V béčku -- i když jsem tam učila míň -- bylo o dost snazší vytáhnout z děcek reakce. (Zajímavé je i to, že v béčku neprotestovali, když jsem jim začla látku propojovat s angličtinou. V áčku prskali. ) Z náslechů u deváťáků, i když občas lehce připomínali divou zvěř, byli pořád nepoměrně poklidnější, než osmáci z Končanic.	(Zajímavé je i to, že v béčku neprotestovali, když jsem jim začla látku propojovat s angličtinou.	Experience	[3, 4]
6310		(Způsobem, jakým otázku pokládá.) Za velké pozitivum výuky češtiny na Husovce považuju čtenářské dílny.	Reflection	[3, 3]
1589	U přečte žákům úryvek z Hrubínova zpracování Krásky a zvířete, poté se zaměřují na specifika dramatického textu(primární text). U nabádá Ž, jeho otec je herc, aby donesl do školy scénář, aby se všichni mohli podívat, jak dramatickýtext vypadá. U zadá žákům DÚ, najít 5 subjektivně zajímavých informací o Karlu Čapkovi (téma příští hodiny).	(primární text). U nabádá Ž, jeho otec je herc, aby donesl do školy scénář, aby se všichni mohli podívat, jak dramatický	Other	[6, 3]
4936	Žáci prý krásně poslouchali, byli pozorní a skvěle spolupracovali. Dokonce se prý pan učitel až cítil blbě, že se mnou tak dobře komunikovali a s ním mnohdy ne. (samozřejmě to myslel dobře)Proč si myslím, že hodiny se mnou docela dobře fungovali?Žáci dávali pozor třeba z toho důvodu, že jsem pro ně byla nový element ve třídě a proto se více soustředili.	(samozřejmě to myslel dobře)Proč si myslím, že hodiny se mnou docela dobře fungovali?	Reflection	[4, 6]
2784	Řekla jsem jim, ať popíší přesně, co dělali. Ve výrazu jsem viděla, že jim to je pěkně nepříjemné. A mě to bylo nepříjemné taky. ,, Co to jako dělám ?Si to s nimi přece můžu vyřešit v klidu, sama o přestávce. No ale. . . to by taky nemuselo mít žádný efekt. . .	,, Co to jako dělám ?	Reflection	[4, 6]
5329	Pan ředitel mě představil třídě deváťáků, ve které jsem ještě nebyla, a která mi byla sympatická hned na první pohled. ,,Konečně nematematická třída!“ zaradovala jsem se. Všimla jsem si, že tato třída 9. B je s látkou o něco pozadu, oproti matematické 9. C.	,,Konečně nematematická třída!“ zaradovala jsem se.	Feeling	[4, 5]
1665	Nadšená nálada mi vydržela do momentu, kdy jsem obdržela hlasovací zařízení s příklady i já. Pamatuji si, jak mě polil pot a v zádech mi zamrazilo. ,,Tak teď nesmíš udělat chybu. “, pomyslela jsem si. Postupovala jsem pomalu a rozvážně, příklad po příkladu. Vzpomínám si, jak se někteří žáci hlásili, že už to mají, a já byla teprve za půlkou.	,,Tak teď nesmíš udělat chybu.“, pomyslela jsem si.	Experience	[2, 6]
414		--> zdůrazňování, že není špatná odpověď (podpora kreativity) při literatuře nechává někdy děcka dočíst si text samy, aby na něm pak pracovaly to, že se dítě při hodině hlásí a zná správné odpovědi ještě neznamená, že bude mít správně písemku (Franta) otá	Other	[5]
2860	N. S. E. R. T. . . . Je to zvláštní jak se rozchází očekávání s realitou, a to nejen to fakultní, ale i moje. moje. . . Snad až budu opravdu učit a třídy budu mít dlouhodobě, bude práce s nimi lepší. Naučím je pracovat podle různých metod výuky a určitě budou umět pravopis!	... Je to zvláštní jak se rozchází očekávání s realitou, a to nejen to fakultní, ale i moje.	Other	[3, 6]
4159	Musím nějak vyzdvihnout, co mu jde a jinak ho hodnotit. Probrala jsme to s ředitelkou, přemýšlely jsme o alternativách a shodly jsme se: nebude dostávat známky, ale slovní hodnocení. 1-5 škála je pro mě snazší a objektivnější, ale když budu moct napsat přesně jak pracuje a za co to má, bude maminka vědět, co se děje v hodinách. On bude mít jasnou zpětnou vazbu a pochvala jej spíše nakopne než prostě jednička. Zkusíme to.	1-5 škála je pro mě snazší a objektivnější, ale když budu moct napsat přesně jak pracuje a za co to má, bude maminka vědět, co se děje v hodinách.	Reflection	[4, 3]
5444	Věřím, že s paní učitelkou to bude lepší a že je bude určitě umět více zapojit a namotivovat, než nějaké cvičení v pracovním sešitu. Datum: 11. 10. 2018 Předmět: SV, M Třída: 9. A Téma hodiny: Opakování mluvnice Činnost: Náslechy Popis hodiny: Na začátku hodiny mají dva žáci mluvní cvičení na téma „na tento den nikdynezapomenu“. Žáci mluví o zážitcích z dovolené. Poté učitelka i spolužáci opravují chyby a hodnotí. Učitelka vyžaduje od spolužáků objektivní ZV podloženou konkrétními argumenty.	10. 2018 Předmět: SV, M Třída: 9.A Téma hodiny: Opakování mluvnice Činnost: Náslechy Popis hodiny: Na začátku hodiny mají dva žáci mluvní cvičení na téma „na tento den nikdy	Other	[6, 7]
5332	Musím říct, že praxe v tomto semestru mi dává opravdu zabrat. 10. 10. 2018 - Tento den jsem byla na praxi v týdnu, kdy neprobíhali dílny, a tak jsem měla možnost podívat se do hodin vaření.	10.10.2018 - Tento den jsem byla na praxi v týdnu, kdy neprobíhali dílny, a tak jsem měla možnost podívat se do hodin vaření.	Experience	[6, 4]
2779	Pouze jeden žák si neustále i přes napomínání hrál na telefonu. Jak zasáhnout proti žákům, které nic nezajímá a tresty na ně neplatí? 20. 11. 2018 Výuka. Franská říše. Sedmý ročník. Hmotnápomůcka – replika meče z daného období. 2 Hodnocení: Žáky jsem seznámil s dobovými zbraněmi a zbrojemi a jejich významem.	11. 2018 Výuka. Franská říše. Sedmý ročník. Hmotná	Other	[5, 7]
4922	Paní učitelka jim zadává samostatnou práci z učebnice a mezitím zkouší jednotlivé žáky. Procházím třídou a pomáhám dětem se zadanými úkoly. 15 minut před koncem vyučovací hodiny říká nahlas celá třída správné řešení. Nikdo se však nehlásí tak vzorně jako v matematice. Jeden před druhého křičí, až mně z toho duní v hlavě.	15 minut před koncem vyučovací hodiny říká nahlas celá třída správné řešení.	Other	[5, 6]
4031	Přemýšlela jsem ale celou dobu o tom, jestli tohle je výtvarná výchova? Jestli by tohle měla být výtvarná výchova v21. století? Samozřejmě, že tahle varianta je v podstatě nejjednodušší/nejpohodlnější jak pro žáky - z hlediska - učitelka nás s ničim neotravuje, něco si tu nakreslíme - je jedno co, pustíme písničky, odpočinem si a je to - tak pro učitelku - nemusím se zatěžovat přípravou a snažit se cokoliv vymýšlet, odsedím si to tady, občas za mnou někdo přijdes dotazem. (čímž nechci říct, že to tady takhle je) To ale přece není smyslem výtvarné výchovy a vzdělávání obecně.	21. století? Samozřejmě, že tahle varianta je v podstatě nejjednodušší/nejpohodlnější jak pro žáky - z hlediska - učitelka nás s ničim neotravuje, něco si tu nakreslíme - je jedno co, pustíme písničky, odpočinem si a je to - tak pro učitelku - nemusím se zatěžovat přípravou a snažit se cokoliv vymýšlet, odsedím si to tady, občas za mnou někdo přijde	Belief	[3, 2]
4754	Odpovídali na dotazy, dokázali velmi dobře spolupracovat ve skupinách a celkově se mi s nimi pracovalo dobře. 23. 10. Učitel opakuje se žáky maturitní okruhy a diskutují se žáky o vinárnách a o vinařských oblastech v České republice. republice. Učitel žákům zadává písemnou práci, kterou jsem měl k dispozici také vidět. Práce se mi zdála přiměřeně obtížná.	23.10. Učitel opakuje se žáky maturitní okruhy a diskutují se žáky o vinárnách a o vinařských oblastech v České republice.	Other	[6, 6]
5455	V té hodině si měli procvičovat psaní v textovém editoru, návrh titulní strany. Rozsah práce na téma, které si sami zvolili měl být 3 normostrany. 3 studentky tuto činnost bojkotovaly a hodinu trávili na sociálních sítích. Učitel je chvíli nechal být, ale asi v půlce vyučovací hodiny je upozornil, že je práce na známky, a pokud ji nestihnou, budou ji muset dělat doma.	3 studentky tuto činnost bojkotovaly a hodinu trávili na sociálních sítích.	Other	[6, 6]
837	Třída žáků se mi rozdělila na tři části: 1. kluci, kteří byli hotoví během pár minut; 2. skupina které práce trvala déle, ale pracovala samostatně a bez problémů;3. holky, kterým práce trvala téměř celou hodinu a několikrát se mě ptaly, jak a co mají dělat. dělat. Další hodinu bychom měli pokračovat v zadané práci ve Wordu.	3. holky, kterým práce trvala téměř celou hodinu a několikrát se mě ptaly, jak a co mají dělat.	Experience	[3, 3]
4741	Já jsem poznala, ve které třídě by to mohlo být pro začátek lepší. Třídy na druhém stupni jsou naddimenzované. Je tam 28-30 žáků. 30 žáků už je opravdu ta hranice. Tento týden osm žáků chybělo a já jsem si okamžitě všimla toho rozdílu. 30 versus 22.	30 žáků už je opravdu ta hranice.	Other	[6, 6]
700	Jediná věc, která by stála za zmínku jsou referáty žáků na začátku hodiny. 5 žáků dostalo v minulé hodině téma, které měli za úkol představit třídě. Z pěti žáků se připravili pouze 3 a bylo to hrozné!	5 žáků dostalo v minulé hodině téma, které měli za úkol představit třídě.	Other	[6, 5]
993	Práce v hodinách musím ohodnotit spíše kladně a přínosně. 5. C je dost náročná skupina. Oliver je dyslektik, co sotva čte česky, chlubí se, že má tatínka z Anglie, ale ten s nimi nežije.	5. C je dost náročná skupina.	Other	[4, 7]
945	Takže jsem je nakonec nechala sedět v lavicích a ptát se spolužáků, kteří sedí kolem nich. Toto byla nejazyková skupina. Poté jsem učila jazykovou skupinu, rovněž6. ročník. Ti žáci byli jako roboti. jako roboti. Všichni upraveně seděli ve svých lavicích, hlásili se.	6. ročník. Ti žáci byli jako roboti.	Other	[4, 4]
3201	Děti pracovali po celou hodinu pilně a hodinu jsem si neskutečně užil. Doufám, že i to samé mohla říct i 7. třída. 6. třída Dnešní hodinu jsem učil sám a téma, které se mělo probírat, považuji osobně za dost složité. Téma bylo střídání ročních období a jeho důvody. Proto jsem na odlehčení zvolil jeden díl z Futurami, kde je ukázáno, jak vesmír vznikl a jak vznikla Země.	6. třída Dnešní hodinu jsem učil sám a téma, které se mělo probírat, považuji osobně za dost složité.	Experience	[5, 5]
326	Trochu líto mi bylo, že se žádný z žáků nechtěl ujmout role „ďáblova advokáta“ a argumentovat při diskuzi z opačných pozic. Pátek 12. 4 Občanská výchova,6. třída. Velkou část dnešní hodiny zabíraly referáty a test. a test. Proto má práce byl především dozor. Občanská výchova, 7. třída. Hodina probíhala podobně, jako ta předchozí v šesté třídě. Referáty, test, diskuze o správných odpovědích.	6. třída. Velkou část dnešní hodiny zabíraly referáty a test.	Other	[7, 6]
6500	Vůbec nechápu, proč z něj udělala hlupáka před celou třídou a proč neokřikla spolužáky, kteří se chovali vážně dost nevhodně. Bylo mi hrozně nepříjemně a chlapce mi bylo líto. 7. března začaly praxe. Nejhorší bylo vůbec praxi sehnat. Potřebovala jsem školu s češtinou pro cizince a občanskou výchovou, což byl nadlidský úkol.	7. března začaly praxe.	Other	[6, 6]
2322	Myslím si, že je to především tématem. Probíralo se něco, co se žáků týká bezprostředně a mohou to přímo vnímat: např. hluk, nepořádek, špatné ovzduší. Středa 3. 4. Dějepis,8. třída. Téma hodiny: Bachův absolutismus. Bachův absolutismus. Hodinu jsem měl na starosti já a musím přiznat, že se mi žáky nepodařilo příliš zaujmout.	8. třída. Téma hodiny: Bachův absolutismus. 	Other	[7, 6]
6478	Tímto ale nechci zobecňovat a pouze kritizovat, protože jsem viděla jen tuto jednu hodinu v9. třídě. Jsou to pouze myšlenky, které mi probíhají hlavou. probíhají hlavou.	9. třídě.Jsou to pouze myšlenky, které mi probíhají hlavou. 	Reflection	[2, 2]
2918	V každé třídě jsem byla představena. :) Je jedno, jaká to byla třída, všichni opakovali. Já jsem byla v šoku. Je jedno, ač to byli sedmáci, osmáci či deváťáci, měla jsem jiné mínění o jejich znalostech.	:) Je jedno, jaká to byla třída, všichni opakovali.	Other	[5, 5]
4862	Na žákovi bylo rozhodně vidět, že ho tento úspěch také těší, sedl si do lavici a radostně si začal vykřikovat „mám jedničku,:) Myslím, že hodina byla podařená a celkové rozpoložení ve třídě bylo velmi příjemné, jak pro mne, tak pro žáky. pro žáky. Další hodinu jsem učila v sedmé třídě.	:) Myslím, že hodina byla podařená a celkové rozpoložení ve třídě bylo velmi příjemné, jak pro mne, tak pro žáky. 	Reflection	[5, 6]
2117	Je to naprosto skvělý.	:-D 	Feeling	[5, 5]
3585	A aby nebylo málo tohoto výjimečného přístupu, jedna dívka začala zpívat básničku o Moravě, kterou se naučily před pár dny a postupně se k ní přidávaly další, až celá třída kreslila a zpívala. Byla jsem z toho velice ohromena. Upřímně si myslím, že je to vše právě díky kvalitnímu pedagogovi.	A aby nebylo málo tohoto výjimečného přístupu, jedna dívka začala zpívat básničku o Moravě, kterou se naučily před pár dny a postupně se k ní přidávaly další, až celá třída kreslila a zpívala.	Other	[5, 6]
4378	Každý ve svém fontu napsal svoje jméno a všichni pak hádali o koho se jedná. . . . poprvé se dá říci, že se pracovalo s nějakouA bylo to super, nejsem sice zastáncem podporování soutěživosti, ale bylo skvělé sledovat jako děti téměř na konci hodiny se hrnou pro další papír a rychle s pomocí svých původních výkresů přepisují sv jména a potom horlivě debatují a dohadují se o výsledcích. výsledcích. Opravdu nejlepší hodina za kterou se mi paní učitelka později ještě omlouvala. Nerozumím, nechápu. Za ten semestr se toho zatím moc nezměnilo.	A bylo to super, nejsem sice zastáncem podporování soutěživosti, ale bylo skvělé sledovat jako děti téměř na konci hodiny se hrnou pro další papír a rychle s pomocí svých původních výkresů přepisují sv jména a potom horlivě debatují a dohadují se o výsledcích.	Reflection	[4, 5]
4789	Byla jsem ráda, že to bavilo nejen mě, ale hlavně i celou třídu. A celkově jsem si v tomto okamžiku uvědomila, že tento způsob výuky může být i častěji. Místo českého překladu by byly některé věci v angličtině.	A celkově jsem si v tomto okamžiku uvědomila, že tento způsob výuky může být i častěji.	Learning	[6, 4]
340	Sice se mi nelíbí, jak hodně věcí ve škole funguje, nebo taky nefunguje (kávovar), chtěla bych je dělat jinak, líp a s větším nadšením. A chápu, že to občas nejde, třeba když vašim ideálům musíte nosit pomeranče na JIPku, aby se rychleji zotavily. . . ale momentálně jsem odhodlaná. Jsem odhodlaná, že až zase v březnu nadejde praxe, vrhnu se do toho s nadšením.	A chápu, že to občas nejde, třeba když vašim ideálům musíte nosit pomeranče na JIPku, aby se rychleji zotavily...	Other	[2, 5]
